PPI,score,label
10gh,1.8619718551635744,1
10gh-model-100_AB_Z,-1.403074860572815,0
10gh-model-10_AB_Z,0.688380241394043,0
10gh-model-11_AB_Z,1.3973400592803955,0
10gh-model-12_AB_Z,1.3402553796768188,0
10gh-model-13_AB_Z,1.9061199426651,0
10gh-model-14_AB_Z,1.3144259452819824,0
10gh-model-15_AB_Z,0.9465265274047852,0
10gh-model-16_AB_Z,1.9363280534744265,0
10gh-model-17_AB_Z,1.94288170337677,0
10gh-model-18_AB_Z,1.6741085052490234,0
10gh-model-19_AB_Z,0.8193828463554382,0
10gh-model-1_AB_Z,1.0591115951538086,0
10gh-model-20_AB_Z,1.956732988357544,0
10gh-model-21_AB_Z,1.893640160560608,0
10gh-model-22_AB_Z,0.8829381465911865,0
10gh-model-23_AB_Z,1.7980079650878906,0
10gh-model-24_AB_Z,1.9332178831100464,0
10gh-model-25_AB_Z,1.3999838829040527,0
10gh-model-26_AB_Z,1.2261500358581543,0
10gh-model-27_AB_Z,1.377910614013672,0
10gh-model-28_AB_Z,1.7196669578552246,0
10gh-model-29_AB_Z,1.1748037338256836,0
10gh-model-2_AB_Z,1.7732038497924805,0
10gh-model-30_AB_Z,1.802705764770508,0
10gh-model-31_AB_Z,0.8058770298957825,0
10gh-model-32_AB_Z,1.9381853342056277,0
10gh-model-33_AB_Z,1.4611389636993408,0
10gh-model-34_AB_Z,1.6466630697250366,0
10gh-model-35_AB_Z,0.8571223020553589,0
10gh-model-36_AB_Z,1.8528053760528564,0
10gh-model-37_AB_Z,1.7626835107803345,0
10gh-model-38_AB_Z,1.9251765012741089,0
10gh-model-39_AB_Z,0.9927341341972352,0
10gh-model-3_AB_Z,1.9047168493270876,0
10gh-model-40_AB_Z,0.5785164833068848,0
10gh-model-41_AB_Z,1.9149017333984373,0
10gh-model-42_AB_Z,1.2593915462493896,0
10gh-model-43_AB_Z,1.9120912551879885,0
10gh-model-44_AB_Z,1.842872142791748,0
10gh-model-45_AB_Z,1.4690208435058594,0
10gh-model-46_AB_Z,1.8051320314407349,0
10gh-model-47_AB_Z,1.1202735900878906,0
10gh-model-48_AB_Z,1.0904686450958252,0
10gh-model-49_AB_Z,1.5149133205413818,0
10gh-model-4_AB_Z,-1.5889689922332764,0
10gh-model-50_AB_Z,0.7521141171455383,0
10gh-model-51_AB_Z,1.9455420970916748,0
10gh-model-52_AB_Z,1.051297903060913,0
10gh-model-53_AB_Z,1.1931935548782349,0
10gh-model-54_AB_Z,1.8792799711227417,0
10gh-model-55_AB_Z,0.9488365054130554,0
10gh-model-56_AB_Z,1.9433410167694087,0
10gh-model-57_AB_Z,-0.0460623502731323,0
10gh-model-58_AB_Z,1.8014782667160036,0
10gh-model-59_AB_Z,1.9466516971588133,0
10gh-model-5_AB_Z,1.220465064048767,0
10gh-model-60_AB_Z,1.7007108926773071,0
10gh-model-61_AB_Z,1.422504186630249,0
10gh-model-62_AB_Z,1.5795787572860718,0
10gh-model-63_AB_Z,0.0259724855422973,0
10gh-model-64_AB_Z,1.0718846321105957,0
10gh-model-65_AB_Z,-0.1381973028182983,0
10gh-model-66_AB_Z,1.703305959701538,0
10gh-model-67_AB_Z,1.8108904361724851,0
10gh-model-68_AB_Z,-0.0566812753677368,0
10gh-model-69_AB_Z,1.9241200685501096,0
10gh-model-6_AB_Z,1.75387442111969,0
10gh-model-70_AB_Z,0.748847246170044,0
10gh-model-71_AB_Z,1.818805813789368,0
10gh-model-72_AB_Z,1.661110520362854,0
10gh-model-73_AB_Z,1.288076877593994,0
10gh-model-74_AB_Z,1.9130436182022093,0
10gh-model-75_AB_Z,1.600186824798584,0
10gh-model-76_AB_Z,1.9444515705108645,0
10gh-model-77_AB_Z,1.703850507736206,0
10gh-model-78_AB_Z,1.7308363914489746,0
10gh-model-79_AB_Z,1.8868805170059204,0
10gh-model-7_AB_Z,1.836871027946472,0
10gh-model-80_AB_Z,1.3472890853881836,0
10gh-model-81_AB_Z,0.7623841762542725,0
10gh-model-82_AB_Z,1.756511688232422,0
10gh-model-83_AB_Z,0.9521960616111756,0
10gh-model-84_AB_Z,1.614199995994568,0
10gh-model-85_AB_Z,-1.3186514377593994,0
10gh-model-86_AB_Z,1.9347954988479612,0
10gh-model-87_AB_Z,-0.0193239450454711,0
10gh-model-88_AB_Z,1.6909117698669434,0
10gh-model-89_AB_Z,1.5798603296279907,0
10gh-model-8_AB_Z,1.7891592979431152,0
10gh-model-90_AB_Z,1.1298636198043823,0
10gh-model-91_AB_Z,0.8753695487976074,0
10gh-model-93_AB_Z,1.8362131118774412,0
10gh-model-94_AB_Z,1.9168713092803955,0
10gh-model-95_AB_Z,1.2358286380767822,0
10gh-model-96_AB_Z,1.288992166519165,0
10gh-model-97_AB_Z,1.3059630393981934,0
10gh-model-98_AB_Z,1.7154006958007812,0
10gh-model-99_AB_Z,-0.0339672565460205,0
10gh-model-9_AB_Z,1.3621373176574707,0
21du-model-100_A_ZY,-0.2940883636474609,0
21du-model-10_A_ZY,1.1804263591766355,0
21du-model-11_A_ZY,1.94536554813385,0
21du-model-12_A_ZY,1.8433799743652344,0
21du-model-13_A_ZY,1.9478116035461424,0
21du-model-14_A_ZY,1.9394031763076784,0
21du-model-15_A_ZY,1.894061803817749,0
21du-model-16_A_ZY,1.9084930419921875,0
21du-model-17_A_ZY,1.8310513496398928,0
21du-model-18_A_ZY,1.8729617595672607,0
21du-model-19_A_ZY,1.9422541856765747,0
21du-model-1_A_ZY,1.9509305953979488,1
21du-model-20_A_ZY,1.928648591041565,0
21du-model-21_A_ZY,1.9481987953186035,0
21du-model-22_A_ZY,1.6426255702972412,0
21du-model-23_A_ZY,1.8209587335586548,0
21du-model-24_A_ZY,1.9367015361785889,0
21du-model-25_A_ZY,1.7888823747634888,0
21du-model-26_A_ZY,1.9527785778045652,0
21du-model-27_A_ZY,1.948109745979309,0
21du-model-28_A_ZY,1.8343281745910645,0
21du-model-29_A_ZY,-1.3916583061218262,0
21du-model-2_A_ZY,1.036463499069214,0
21du-model-30_A_ZY,1.8776330947875977,0
21du-model-31_A_ZY,1.9502204656600952,0
21du-model-32_A_ZY,1.888860106468201,0
